name,Elec link,EastWest,IFA,IFA2,Moyle,BritNed,Nemo,NSL,Viking Link
01/01/2023 0:00,0.998,0,0.301,0.904,0,0,0.252,0.155714286,0
01/01/2023 0:30,0.998,0,0.299,0.904,0,0,0.252,0.121428571,0
01/01/2023 1:00,0.998,0,0.257,0.986,0,0,0.254,0,0
01/01/2023 1:30,1,0,0.257,0.988,0,0,0.254,0,0
01/01/2023 2:00,0.998,0,0.302,0.9,0,0,0.252,0,0
01/01/2023 2:30,0.998,0,0.305,0.896,0,0,0.252,0,0
01/01/2023 3:00,0.994,0,0.305,0.896,0,0,0.252,0,0
01/01/2023 3:30,0.994,0,0.305,0.896,0,0,0.252,0,0
01/01/2023 4:00,0.93,0,0.282,0.806,0,0,0.252,0,0
01/01/2023 4:30,0.93,0,0.288,0.806,0,0,0.24,0,0
01/01/2023 5:00,0.966,0,0.464,0.896,0,0,0,0,0
01/01/2023 5:30,0.968,0,0.473,0.902,0,0,0,0,0
01/01/2023 6:00,0.996,0,0.5,0.982,0,0,0,0,0
01/01/2023 6:30,0.998,0,0.501,0.986,0,0,0,0,0
01/01/2023 7:00,0.998,0,0.504,0.99,0,0,0,0,0
01/01/2023 7:30,0.998,0,0.503,0.992,0,0,0,0,0
01/01/2023 8:00,0.998,0,0.5,0.992,0,0,0,0,0
01/01/2023 8:30,0.998,0,0.5,0.992,0,0,0,0,0
01/01/2023 9:00,0.998,0,0.503,0.992,0,0.158,0.072,0,0
01/01/2023 9:30,0.998,0,0.503,0.992,0,0.166,0.082,0,0
01/01/2023 10:00,0.998,0,0.502,0.992,0,0.964,0.964,0.208571429,0
01/01/2023 10:30,0.998,0,0.502,0.992,0,1,1,0.262857143,0
01/01/2023 11:00,0.998,0,0.502,0.992,0,1,1,0.53,0
01/01/2023 11:30,0.998,0,0.502,0.992,0,1,1,0.562857143,0
01/01/2023 12:00,0.998,0,0.502,0.992,0,1,1,0.76,0
01/01/2023 12:30,0.998,0,0.502,0.992,0,1,1,0.782857143,0
01/01/2023 13:00,0.998,0,0.502,0.992,0,1,1,0.782857143,0
01/01/2023 13:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 14:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 14:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 15:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 15:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 16:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 16:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 17:00,0.998,0,0.503,0.992,0,0.87,1,0.782857143,0
01/01/2023 17:30,0.998,0,0.503,0.992,0,0.874,1,0.782857143,0
01/01/2023 18:00,0.998,0,0.503,0.992,0,0.998,1,0.782857143,0
01/01/2023 18:30,1,0,0.503,0.992,0,0.998,1,0.782857143,0
01/01/2023 19:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 19:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 20:00,1,0,0.503,0.992,0,0.998,1,0.782857143,0
01/01/2023 20:30,0.998,0,0.503,0.992,0,0.998,1,0.782857143,0
01/01/2023 21:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 21:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
01/01/2023 22:00,0.998,0.048,0.503,0.992,0.04,1,1,0.782857143,0
01/01/2023 22:30,0.998,0,0.503,0.992,0.02,1,1,0.791428571,0
01/01/2023 23:00,1,0,0.503,0.992,0,1,1,0.888571429,0
01/01/2023 23:30,1,0,0.503,0.992,0,1,1,0.898571429,0
02/01/2023 0:00,0.998,0,0.503,0.992,0,1,1,0.898571429,0
02/01/2023 0:30,0.998,0,0.503,0.992,0,1,1,0.898571429,0
02/01/2023 1:00,1,0,0.503,0.992,0.036,1,1,0.898571429,0
02/01/2023 1:30,0.998,0,0.503,0.992,0,1,1,0.898571429,0
02/01/2023 2:00,0.998,0,0.503,0.992,0,1,1,0.898571429,0
02/01/2023 2:30,0.998,0,0.503,0.992,0,1,1,0.9,0
02/01/2023 3:00,0.998,0,0.503,0.992,0,1,1,0.975714286,0
02/01/2023 3:30,0.998,0,0.503,0.992,0,1,1,0.977142857,0
02/01/2023 4:00,0.998,0,0.496,0.97,0,1,0.962,0.748571429,0
02/01/2023 4:30,0.998,0,0.488,0.95,0,0.964,0.96,0.702857143,0
02/01/2023 5:00,1,0,0.268,0.542,0,0.558,0.834,0.507142857,0
02/01/2023 5:30,1,0,0.26,0.524,0,0.558,0.834,0.482857143,0
02/01/2023 6:00,1,0,0.175,0.332,0,0.48,0.66,0.332857143,0
02/01/2023 6:30,1,0,0.168,0.318,0,0.48,0.66,0.291428571,0
02/01/2023 7:00,0.982,0,0.079,0.23,0,0.844,0.886,0.024285714,0
02/01/2023 7:30,0.982,0,0.073,0.226,0,0.858,0.886,0.022857143,0
02/01/2023 8:00,0.986,0,0.033,0.268,0,0.56,0.636,0.284285714,0
02/01/2023 8:30,0.986,0,0.032,0.27,0,0.56,0.634,0.317142857,0
02/01/2023 9:00,1,0,0.071,0.4,0,0.966,0.666,0.604285714,0
02/01/2023 9:30,1,0,0.079,0.422,0,1,0.67,0.652857143,0
02/01/2023 10:00,1,0,0.242,0.776,0,1,0.994,0.878571429,0
02/01/2023 10:30,1,0,0.252,0.782,0,1,0.99,0.907142857,0
02/01/2023 11:00,1,0,0.337,0.528,0,0.852,0.532,0.975714286,0
02/01/2023 11:30,1,0,0.338,0.526,0,0.856,0.532,0.981428571,0
02/01/2023 12:00,1,0,0.27,0.76,0,1,0.99,0.974285714,0
02/01/2023 12:30,1,0,0.266,0.76,0,1,0.998,0.974285714,0
02/01/2023 13:00,1,0,0.232,0.498,0,0.888,0.76,0.981428571,0
02/01/2023 13:30,1,0,0.237,0.5,0,0.888,0.758,0.982857143,0
02/01/2023 14:00,1,0,0.399,0.806,0,0.826,0.76,0.98,0
02/01/2023 14:30,1,0,0.395,0.812,0,0.824,0.762,0.96,0
02/01/2023 15:00,1,0,0.145,0.586,0,0.884,0.962,0.751428571,0
02/01/2023 15:30,1,0,0.149,0.592,0,0.872,0.964,0.751428571,0
02/01/2023 16:00,0.998,0.14,0.489,0.972,0.144,0.67,1,0.961428571,0
02/01/2023 16:30,0.998,0.436,0.503,0.99,0.444,0.676,1,0.982857143,0
02/01/2023 17:00,1,0.628,0.503,0.992,0.728,0.998,1,0.982857143,0
02/01/2023 17:30,0.998,0.864,0.503,0.992,0.8,1,1,0.982857143,0
02/01/2023 18:00,0.998,0.848,0.503,0.992,0.8,1,1,0.981428571,0
02/01/2023 18:30,0.998,0.564,0.503,0.992,0.696,1,1,0.975714286,0
02/01/2023 19:00,0.998,0.628,0.503,0.992,0.704,1,1,0.905714286,0
02/01/2023 19:30,0.998,0.596,0.503,0.992,0.716,1,1,0.898571429,0
02/01/2023 20:00,1,0.396,0.503,0.992,0.72,1,1,0.898571429,0
02/01/2023 20:30,1,0.512,0.503,0.992,0.524,1,1,0.898571429,0
02/01/2023 21:00,1,0.748,0.503,0.992,0.736,1,1,0.898571429,0
02/01/2023 21:30,0.996,0.564,0.502,0.992,0.8,1,1,0.898571429,0
02/01/2023 22:00,0.952,0.668,0.503,0.992,0.796,0.972,0.97,0.898571429,0
02/01/2023 22:30,0.95,0.892,0.497,0.984,0.8,0.966,0.968,0.898571429,0
02/01/2023 23:00,0.996,1,0.302,0.81,0.8,0.616,0.822,0.898571429,0
02/01/2023 23:30,0.998,1,0.296,0.8,0.8,0.612,0.822,0.898571429,0
03/01/2023 0:00,0.998,1,0.328,0.77,0.8,0.646,0.754,0.898571429,0
03/01/2023 0:30,0.998,1,0.329,0.768,0.8,0.648,0.754,0.891428571,0
03/01/2023 1:00,0.998,0.984,0.286,0.662,0.8,0.584,0.724,0.661428571,0
03/01/2023 1:30,0.992,0.74,0.283,0.654,0.8,0.584,0.722,0.612857143,0
03/01/2023 2:00,0.848,0.532,0.227,0.602,0.8,0.536,0.628,0.345714286,0
03/01/2023 2:30,0.826,0.272,0.223,0.596,0.8,0.536,0.62,0.291428571,0
03/01/2023 3:00,0.478,0.296,0.181,0.49,0.72,0.678,0.232,0.024285714,0
03/01/2023 3:30,0.44,0.048,0.177,0.468,0.456,0.68,0.226,0,0
03/01/2023 4:00,0,0,0.11,0.086,0.488,0.326,0.424,0,0
03/01/2023 4:30,0,0.036,0.108,0.07,0.304,0.3,0.426,0,0
03/01/2023 5:00,0,0.296,0,0,0.488,0.48,0.492,0,0
03/01/2023 5:30,0,0.216,0,0,0.404,0.484,0.492,0,0
03/01/2023 6:00,0.04,0.008,0,0,0.136,0.622,0.444,0,0
03/01/2023 6:30,0.036,0,0,0,0,0.624,0.444,0,0
03/01/2023 7:00,0,0,0.168,0,0,0.664,0.38,0,0
03/01/2023 7:30,0,0,0.179,0,0,0.594,0.374,0,0
03/01/2023 8:00,0.354,0,0.048,0.148,0,0,0.008,0,0
03/01/2023 8:30,0.4,0,0.047,0.176,0,0,0.018,0,0
03/01/2023 9:00,0.58,0,0.192,0.352,0,0.37,0.648,0,0
03/01/2023 9:30,0.592,0,0.199,0.372,0,0.396,0.664,0.027142857,0
03/01/2023 10:00,0.726,0,0.26,0.624,0,0.674,0.574,0.295714286,0
03/01/2023 10:30,0.732,0,0.262,0.636,0,0.688,0.574,0.324285714,0
03/01/2023 11:00,0.69,0,0.383,0.538,0,0.878,0.944,0.371428571,0
03/01/2023 11:30,0.688,0,0.388,0.542,0,0.884,0.95,0.381428571,0
03/01/2023 12:00,0.704,0,0.45,0.764,0,1,0.994,0.435714286,0
03/01/2023 12:30,0.716,0,0.452,0.774,0,1,0.992,0.442857143,0
03/01/2023 13:00,0.962,0,0.432,0.762,0,0.924,0.79,0.462857143,0
03/01/2023 13:30,0.962,0,0.433,0.758,0,0.906,0.788,0.452857143,0
03/01/2023 14:00,0.728,0,0.501,0.64,0,0.658,0.782,0.33,0
03/01/2023 14:30,0.718,0,0.503,0.634,0,0.658,0.782,0.31,0
03/01/2023 15:00,0.988,0,0.32,0.416,0,0.942,0.67,0.024285714,0
03/01/2023 15:30,1,0,0.312,0.406,0,0.948,0.67,0.002857143,0
03/01/2023 16:00,0.96,0,0.477,0.804,0,0.888,0.882,0.2,0
03/01/2023 16:30,0.956,0,0.48,0.82,0,0.888,0.884,0.242857143,0
03/01/2023 17:00,0.926,0,0.407,0.774,0,0.942,0.862,0.478571429,0
03/01/2023 17:30,0.916,0,0.399,0.754,0,0.942,0.86,0.514285714,0
03/01/2023 18:00,0.738,0,0.251,0.364,0,0.97,0.77,0.58,0
03/01/2023 18:30,0.74,0,0.255,0.368,0,0.968,0.772,0.604285714,0
03/01/2023 19:00,0.988,0.024,0.494,0.964,0.012,1,1,0.765714286,0
03/01/2023 19:30,0.998,0,0.502,0.992,0.284,1,1,0.782857143,0
03/01/2023 20:00,0.998,0.104,0.456,0.992,0.588,0.808,0.92,0.782857143,0
03/01/2023 20:30,0.998,0.044,0.447,0.972,0.684,0.8,0.906,0.755714286,0
03/01/2023 21:00,1,0.236,0.244,0.488,0.756,0.438,0.33,0.49,0
03/01/2023 21:30,0.984,0.052,0.231,0.43,0.56,0.432,0.302,0.435714286,0
03/01/2023 22:00,0.696,0.144,0.06,0,0.732,0.314,0,0.174285714,0
03/01/2023 22:30,0.68,0.012,0.052,0,0.724,0.312,0,0.134285714,0
03/01/2023 23:00,0.446,0.152,0,0,0.784,0,0,0,0
03/01/2023 23:30,0.432,0.452,0,0,0.696,0,0,0,0
04/01/2023 0:00,0.334,0.752,0,0,0.796,0,0,0,0
04/01/2023 0:30,0.324,0.944,0,0,0.8,0,0,0,0
04/01/2023 1:00,0.23,0.724,0,0,0.736,0,0,0,0
04/01/2023 1:30,0.232,0.832,0,0,0.452,0,0,0,0
04/01/2023 2:00,0.332,0.8,0,0,0.156,0,0,0,0
04/01/2023 2:30,0.332,0.828,0,0,0,0,0,0,0
04/01/2023 3:00,0.236,1,0,0,0,0,0,0,0
04/01/2023 3:30,0.206,0.984,0,0,0,0,0,0,0
04/01/2023 4:00,0,0.74,0,0,0.016,0,0,0,0
04/01/2023 4:30,0,0.52,0,0,0.172,0,0,0,0
04/01/2023 5:00,0,0.744,0,0,0.496,0,0,0,0
04/01/2023 5:30,0,0.62,0,0,0.752,0,0,0,0
04/01/2023 6:00,0,0.464,0,0,0.8,0,0.362,0,0
04/01/2023 6:30,0,0.38,0,0,0.696,0,0.408,0,0
04/01/2023 7:00,0,0.112,0.222,0.34,0.428,0.334,0.472,0.125714286,0
04/01/2023 7:30,0,0,0.272,0.376,0.132,0.364,0.472,0.165714286,0
04/01/2023 8:00,0.938,0,0.463,0.89,0,0.862,0.456,0.45,0
04/01/2023 8:30,0.998,0,0.472,0.916,0,0.876,0.466,0.502857143,0
04/01/2023 9:00,0.998,0,0.502,0.988,0,0.998,0.94,0.757142857,0
04/01/2023 9:30,0.998,0,0.502,0.992,0,0.982,0.95,0.782857143,0
04/01/2023 10:00,0.998,0,0.509,0.992,0,0.662,1,0.782857143,0
04/01/2023 10:30,0.998,0,0.515,0.99,0,0.646,1,0.782857143,0
04/01/2023 11:00,0.998,0,0.513,0.96,0,0.398,0.986,0.782857143,0
04/01/2023 11:30,0.998,0,0.513,0.96,0,0.4,0.986,0.782857143,0
04/01/2023 12:00,0.998,0,0.503,0.99,0,0.566,1,0.782857143,0
04/01/2023 12:30,0.998,0,0.503,0.992,0,0.532,1,0.782857143,0
04/01/2023 13:00,0.998,0,0.508,0.992,0,0.132,1,0.782857143,0
04/01/2023 13:30,0.998,0,0.519,0.992,0,0.134,1,0.782857143,0
04/01/2023 14:00,0.998,0,0.518,0.992,0,0.538,1,0.782857143,0
04/01/2023 14:30,0.998,0,0.503,0.992,0,0.546,1,0.782857143,0
04/01/2023 15:00,0.998,0,0.494,0.992,0,0.834,0.998,0.782857143,0
04/01/2023 15:30,0.998,0,0.484,0.99,0,0.854,0.998,0.782857143,0
04/01/2023 16:00,0.998,0,0.495,0.972,0,0.848,1,0.782857143,0
04/01/2023 16:30,0.998,0.076,0.503,0.966,0.076,0.848,1,0.782857143,0
04/01/2023 17:00,0.998,0,0.5,0.818,0,0.998,1,0.782857143,0
04/01/2023 17:30,0.998,0,0.5,0.818,0,1,1,0.782857143,0
04/01/2023 18:00,0.998,0,0.503,0.984,0,1,1,0.782857143,0
04/01/2023 18:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
04/01/2023 19:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
04/01/2023 19:30,0.998,0,0.503,0.992,0,1,1,0.782857143,0
04/01/2023 20:00,0.998,0,0.502,0.992,0,1,1,0.782857143,0
04/01/2023 20:30,0.998,0,0.502,0.992,0,1,1,0.782857143,0
04/01/2023 21:00,0.998,0,0.503,0.992,0,1,1,0.782857143,0
04/01/2023 21:30,0.998,0,0.503,0.992,0,1,1,0.755714286,0
04/01/2023 22:00,0.996,0,0.502,0.988,0,0.682,0.95,0.49,0
04/01/2023 22:30,0.994,0,0.5,0.934,0,0.66,0.93,0.437142857,0
04/01/2023 23:00,0.936,0,0.387,0,0,0.9,0.25,0.202857143,0
04/01/2023 23:30,0.936,0,0.387,0,0,0.912,0.228,0.118571429,0
05/01/2023 0:00,0.996,0,0.5,0,0,0.74,0.156,0,0
05/01/2023 0:30,0.998,0,0.503,0,0,0.734,0.166,0,0
05/01/2023 1:00,0.998,0,0.503,0,0,0.722,0.648,0,0
05/01/2023 1:30,1,0,0.503,0,0,0.722,0.66,0,0
05/01/2023 2:00,1,0,0.503,0.218,0,0.904,0.348,0,0
05/01/2023 2:30,0.998,0,0.503,0.232,0,0.904,0.344,0,0
05/01/2023 3:00,0.998,0,0.503,0.066,0,0.904,0.08,0,0
05/01/2023 3:30,0.998,0,0.503,0.052,0,0.904,0.076,0,0
05/01/2023 4:00,1,0,0.503,0,0,0.582,0.018,0.12,0
05/01/2023 4:30,0.948,0,0.503,0,0,0.56,0.038,0.167142857,0
05/01/2023 5:00,0,0,0.503,0,0,0.766,0.712,0.435714286,0
05/01/2023 5:30,0,0,0.503,0.002,0,0.78,0.736,0.488571429,0
05/01/2023 6:00,0.456,0,0.503,0.736,0,0.952,0.996,0.75,0
05/01/2023 6:30,0.504,0,0.503,0.78,0,0.952,1,0.791428571,0
05/01/2023 7:00,0.93,0,0.503,0.794,0,0.85,0.938,0.888571429,0
05/01/2023 7:30,0.95,0,0.503,0.804,0,0.85,0.938,0.898571429,0
05/01/2023 8:00,0.994,0,0.503,0.98,0,0.888,0.998,0.898571429,0
05/01/2023 8:30,0.998,0,0.503,0.988,0,0.872,1,0.898571429,0
05/01/2023 9:00,0.998,0,0.503,0.926,0.144,0.648,0.948,0.898571429,0
05/01/2023 9:30,0.998,0,0.503,0.924,0.36,0.648,0.94,0.898571429,0
05/01/2023 10:00,0.998,0,0.503,0.956,0.636,0.888,0.49,0.898571429,0
05/01/2023 10:30,0.998,0,0.503,0.922,0.704,0.898,0.482,0.898571429,0
05/01/2023 11:00,0.998,0.148,0.503,0.116,0.796,0.754,0.718,0.898571429,0
05/01/2023 11:30,0.998,0.376,0.501,0.08,0.8,0.754,0.722,0.898571429,0
05/01/2023 12:00,0.952,0.456,0.502,0.034,0.8,0.45,0.676,0.898571429,0
05/01/2023 12:30,0.932,0.46,0.501,0.012,0.8,0.414,0.676,0.881428571,0
05/01/2023 13:00,0.514,0.58,0.457,0,0.8,0,0.586,0.711428571,0
05/01/2023 13:30,0.496,0.424,0.454,0,0.8,0,0.586,0.687142857,0
05/01/2023 14:00,0.272,0.596,0.127,0,0.8,0,0,0.4,0
05/01/2023 14:30,0.256,0.38,0.107,0,0.8,0,0,0.347142857,0
05/01/2023 15:00,0.116,0.304,0,0,0.8,0,0,0.08,0
05/01/2023 15:30,0.086,0.372,0,0,0.76,0,0,0.048571429,0
05/01/2023 16:00,0,0.372,0,0,0.672,0,0.43,0.001428571,0
05/01/2023 16:30,0,0.188,0,0,0.648,0,0.45,0,0
05/01/2023 17:00,0,0,0,0,0.324,0,0.234,0,0
05/01/2023 17:30,0,0,0,0,0.06,0,0.232,0,0
05/01/2023 18:00,0,0,0,0,0,0.1,0,0,0
05/01/2023 18:30,0,0,0,0,0.056,0.102,0,0,0
05/01/2023 19:00,0.136,0.004,0.016,0.086,0.272,0.352,0.494,0.087142857,0
05/01/2023 19:30,0.164,0.144,0.025,0.118,0.048,0.37,0.518,0.117142857,0
05/01/2023 20:00,0.336,0,0.313,0.466,0,0.646,0.38,0.364285714,0
05/01/2023 20:30,0.342,0,0.326,0.482,0,0.634,0.38,0.372857143,0
05/01/2023 21:00,0.27,0,0.204,0.41,0,0.144,0.322,0.168571429,0
05/01/2023 21:30,0.254,0,0.183,0.382,0,0.132,0.318,0.121428571,0
05/01/2023 22:00,0,0,0,0,0,0.134,0.006,0,0
05/01/2023 22:30,0,0,0,0,0,0.164,0.002,0,0
05/01/2023 23:00,0,0.124,0,0.038,0,0.38,0,0,0
05/01/2023 23:30,0,0.024,0,0.058,0.052,0.424,0,0,0
06/01/2023 0:00,0,0,0,0,0.132,0.43,0,0,0
06/01/2023 0:30,0,0,0,0,0.248,0.414,0,0,0
06/01/2023 1:00,0,0,0,0.102,0.176,0.102,0,0,0
06/01/2023 1:30,0,0,0,0.124,0.004,0.102,0,0,0
06/01/2023 2:00,0,0,0,0,0,0.234,0,0,0
06/01/2023 2:30,0,0,0,0,0,0.23,0,0,0
06/01/2023 3:00,0,0,0,0,0,0,0,0,0
06/01/2023 3:30,0,0,0,0,0,0,0,0,0
06/01/2023 4:00,0,0,0,0,0,0,0,0,0
06/01/2023 4:30,0,0,0,0,0,0,0,0,0
06/01/2023 5:00,0,0,0,0.238,0,0.182,0,0,0
06/01/2023 5:30,0,0,0,0.26,0,0.192,0,0,0
06/01/2023 6:00,0,0,0,0.318,0,0.358,0.238,0,0
06/01/2023 6:30,0,0,0,0.318,0,0.374,0.258,0.04,0
06/01/2023 7:00,0.786,0,0.164,0.286,0,0.874,0.35,0.307142857,0
06/01/2023 7:30,0.852,0,0.478,0.302,0,0.876,0.358,0.36,0
06/01/2023 8:00,0.898,0,0.478,0.69,0,0.344,0.726,0.627142857,0
06/01/2023 8:30,0.902,0,0.478,0.71,0,0.33,0.732,0.657142857,0
06/01/2023 9:00,0.994,0,0.5,0.974,0,0.002,0.976,0.771428571,0
06/01/2023 9:30,0.996,0,0.5,0.982,0,0,0.98,0.782857143,0
06/01/2023 10:00,0.962,0,0.5,0.884,0,0.678,0.98,0.782857143,0
06/01/2023 10:30,0.962,0,0.5,0.864,0,0.784,0.98,0.782857143,0
06/01/2023 11:00,0.998,0,0.5,0.524,0,0.97,1,0.782857143,0
06/01/2023 11:30,0.998,0,0.5,0.528,0,0.972,1,0.782857143,0
06/01/2023 12:00,0.998,0,0.5,0.97,0,0.958,1,0.782857143,0
06/01/2023 12:30,0.998,0,0.5,0.988,0,0.948,0.998,0.782857143,0
06/01/2023 13:00,0.998,0,0.5,0.888,0,0.468,0.81,0.782857143,0
06/01/2023 13:30,1,0,0.5,0.888,0,0.458,0.81,0.782857143,0
06/01/2023 14:00,0.998,0.12,0.5,0.986,0.12,0.642,0.85,0.782857143,0
06/01/2023 14:30,1,0.02,0.498,0.98,0.264,0.642,0.852,0.755714286,0
06/01/2023 15:00,0.998,0,0.452,0.736,0.236,0.772,0.884,0.49,0
06/01/2023 15:30,1,0,0.45,0.736,0.304,0.776,0.884,0.488571429,0
06/01/2023 16:00,0.998,0,0.495,0.976,0.444,0.966,1,0.75,0
06/01/2023 16:30,0.998,0,0.496,0.988,0.34,0.976,1,0.782857143,0
06/01/2023 17:00,0.998,0,0.379,0.946,0.192,1,1,0.782857143,0
06/01/2023 17:30,0.99,0,0.368,0.938,0.06,1,1,0.782857143,0
06/01/2023 18:00,0.798,0,0.197,0.798,0.244,0.94,0.95,0.782857143,0
06/01/2023 18:30,0.796,0,0.191,0.794,0.096,0.942,0.95,0.782857143,0
06/01/2023 19:00,0.966,0,0.21,0.826,0.268,0.972,0.882,0.782857143,0
06/01/2023 19:30,0.974,0,0.211,0.828,0.176,0.974,0.882,0.782857143,0
06/01/2023 20:00,0.95,0,0.2,0.932,0,1,0.992,0.782857143,0
06/01/2023 20:30,0.946,0,0.2,0.912,0,1,0.972,0.782857143,0
06/01/2023 21:00,0.842,0,0.394,0.318,0,0.864,0.288,0.782857143,0
06/01/2023 21:30,0.824,0,0.42,0.256,0,0.746,0.254,0.757142857,0
06/01/2023 22:00,0.554,0,0.294,0,0,0,0,0.504285714,0
06/01/2023 22:30,0.542,0,0.29,0,0,0,0,0.471428571,0
06/01/2023 23:00,0.33,0,0.116,0,0,0,0,0.187142857,0
06/01/2023 23:30,0.322,0,0.104,0,0,0,0,0.145714286,0
07/01/2023 0:00,0.346,0,0,0,0,0,0,0.005714286,0
07/01/2023 0:30,0.346,0,0,0,0,0,0,0,0
07/01/2023 1:00,0.48,0,0,0,0,0,0,0,0
07/01/2023 1:30,0.486,0,0,0,0,0,0,0,0
07/01/2023 2:00,0.486,0,0.056,0,0,0,0,0,0
07/01/2023 2:30,0.48,0,0.065,0,0,0,0,0,0
07/01/2023 3:00,0.34,0,0.028,0,0,0,0,0,0
07/01/2023 3:30,0.334,0,0.023,0,0,0,0,0,0
07/01/2023 4:00,0.332,0,0,0,0,0,0,0,0
07/01/2023 4:30,0.288,0,0,0,0,0,0,0,0
07/01/2023 5:00,0,0,0,0,0,0,0,0,0
07/01/2023 5:30,0,0,0.007,0,0,0,0,0,0
07/01/2023 6:00,0,0,0.119,0,0,0,0.026,0,0
07/01/2023 6:30,0,0.064,0.131,0,0,0,0.046,0,0
07/01/2023 7:00,0,0,0.386,0,0,0,0.584,0.114285714,0
07/01/2023 7:30,0.016,0.08,0.399,0,0,0,0.602,0.168571429,0
07/01/2023 8:00,0.372,0.016,0.499,0.476,0.116,0.298,0.992,0.435714286,0
07/01/2023 8:30,0.412,0.172,0.502,0.534,0.396,0.332,1,0.488571429,0
07/01/2023 9:00,0.972,0.016,0.502,0.97,0.372,0.98,1,0.755714286,0
07/01/2023 9:30,0.998,0,0.502,0.992,0.584,1,1,0.782857143,0
07/01/2023 10:00,0.998,0,0.503,0.992,0.68,1,1,0.782857143,0
07/01/2023 10:30,0.998,0.024,0.503,0.992,0.8,1,1,0.782857143,0
07/01/2023 11:00,0.998,0.276,0.502,0.992,0.8,1,1,0.782857143,0
07/01/2023 11:30,0.998,0.552,0.503,0.992,0.8,1,1,0.782857143,0
07/01/2023 12:00,0.998,0.852,0.502,0.992,0.8,1,1,0.782857143,0
07/01/2023 12:30,0.998,0.84,0.502,0.992,0.8,1,1,0.781428571,0
07/01/2023 13:00,0.998,0.996,0.503,0.992,0.8,1,1,0.782857143,0
07/01/2023 13:30,0.998,1,0.503,0.99,0.8,0.998,1,0.782857143,0
07/01/2023 14:00,0.998,0.948,0.503,0.956,0.8,0.874,1,0.782857143,0
07/01/2023 14:30,0.998,0.692,0.503,0.954,0.8,0.874,1,0.782857143,0
07/01/2023 15:00,0.998,0.856,0.502,0.99,0.8,0.976,0.994,0.782857143,0
07/01/2023 15:30,0.998,0.748,0.502,0.986,0.8,0.972,0.994,0.782857143,0
07/01/2023 16:00,0.998,0.688,0.502,0.852,0.8,0.822,0.978,0.782857143,0
07/01/2023 16:30,0.998,0.556,0.502,0.852,0.8,0.828,0.978,0.782857143,0
07/01/2023 17:00,0.998,0.552,0.503,0.984,0.8,1,1,0.782857143,0
07/01/2023 17:30,0.996,0.536,0.501,0.992,0.8,1,1,0.782857143,0
07/01/2023 18:00,0.998,0.228,0.5,0.968,0.796,1,1,0.782857143,0
07/01/2023 18:30,0.992,0.224,0.5,0.964,0.616,1,1,0.768571429,0
07/01/2023 19:00,0.86,0.028,0.635,0.898,0.348,0.928,1,0.64,0
07/01/2023 19:30,0.844,0,0.625,0.874,0.372,0.89,1,0.597142857,0
07/01/2023 20:00,0.672,0.096,0.114,0.38,0.616,0.52,0.72,0.33,0
07/01/2023 20:30,0.658,0,0.066,0.336,0.496,0.48,0.688,0.275714286,0
07/01/2023 21:00,0.532,0.068,0,0,0.68,0,0,0.012857143,0
07/01/2023 21:30,0.514,0.152,0,0,0.552,0,0,0,0
07/01/2023 22:00,0.316,0.452,0,0,0.756,0,0,0,0
07/01/2023 22:30,0.306,0.64,0,0,0.8,0,0,0,0
07/01/2023 23:00,0,0.608,0,0,0.652,0,0,0,0
07/01/2023 23:30,0,0.332,0,0,0.38,0,0,0,0
08/01/2023 0:00,0,0.028,0,0,0.412,0,0,0,0
08/01/2023 0:30,0,0.092,0,0,0.676,0,0,0,0
08/01/2023 1:00,0,0.004,0,0,0.644,0,0,0,0
08/01/2023 1:30,0,0,0,0,0.548,0,0,0,0
08/01/2023 2:00,0,0,0,0,0.772,0,0,0,0
08/01/2023 2:30,0,0,0,0,0.78,0,0,0,0
08/01/2023 3:00,0,0,0,0,0.8,0,0,0,0
08/01/2023 3:30,0,0,0,0,0.8,0,0,0,0
08/01/2023 4:00,0,0,0,0,0.8,0,0,0,0
08/01/2023 4:30,0,0,0,0,0.8,0,0,0,0
08/01/2023 5:00,0,0,0,0,0.8,0,0,0,0
08/01/2023 5:30,0,0,0,0,0.788,0,0,0,0
08/01/2023 6:00,0,0,0,0,0.604,0,0,0,0
08/01/2023 6:30,0,0,0,0,0.776,0,0,0,0
08/01/2023 7:00,0,0,0,0,0.684,0,0,0,0
08/01/2023 7:30,0,0.124,0,0,0.56,0,0,0,0
08/01/2023 8:00,0.196,0.064,0,0.144,0.32,0.1,0.282,0,0
