name,Z1,Z11,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z12,Z2,France,Ireland,France1,France2,N. Ireland,Netherlands,Belgium,Norway,Denmark,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,,
01/01/2023 0:00,44.32555098,758.6683891,259.3320274,575.565996,1027.972227,2315.848698,5603.797143,142.4756176,4690.331814,11104.74398,4025.051838,402.6359273,0,500,0,0,452,898,0,0,0,453690.4856,4121146.502,2654371.369,5891157.817,10521724.12,23703676.49,57357198.96,1458297.319,48007500.67,113661682.2,7765287.113,41198082.87,316793815.9,
01/01/2023 0:30,45.32928433,775.8481138,265.2044914,588.5994444,1051.250223,2368.290112,5730.692758,145.7019178,4796.542394,11356.20621,4116.197433,411.7534475,0,500,0,0,452,898,0,0,0,0.1%,1.3%,0.8%,1.9%,3.3%,7.5%,18.1%,0.5%,15.2%,35.9%,2.5%,13.0%,,
01/01/2023 1:00,44.84200182,767.5078713,262.3535857,582.272095,1039.949452,2342.831376,5669.088732,144.1356456,4744.980336,11234.12882,4071.948973,407.3271642,0,500,0,0,452,910,0,228,0,,,,,,,,,,,,,,
01/01/2023 1:30,43.69414266,747.8613144,255.6378962,567.3671771,1013.328975,2282.859912,5523.972209,140.4460819,4623.519006,10946.55919,3967.715805,396.9004616,0,500,0,0,410,912,0,312,0,,,,,,,,,,,,,,
01/01/2023 2:00,42.2769055,723.6041304,247.3461777,548.9643934,980.4612398,2208.814428,5344.799938,135.8906565,4473.553298,10591.50312,3839.021339,384.0268348,0,500,0,0,402,912,0,696,0,,,,,,,,,,,,,Z1,0.1%
01/01/2023 2:30,41.39670854,708.5388334,242.1964784,537.5350617,960.0482278,2162.827342,5233.522245,133.0614395,4380.41479,10370.99009,3759.093663,376.0314709,0,500,0,0,402,910,0,762,0,,,,,,,,,,,,,Z8,0.5%
01/01/2023 3:00,40.4770486,692.7980942,236.815896,525.5933038,938.7200125,2114.778457,5117.255493,130.1053765,4283.100482,10140.59051,3675.582484,367.6776404,0,500,0,0,402,684,0,1018,0,,,,,,,,,,,,,Z3,0.8%
01/01/2023 3:30,39.41669439,674.6492569,230.6121648,511.8246352,914.1288986,2059.378809,4983.201663,126.69708,4170.898536,9874.943232,3579.295342,358.0457985,0,500,0,0,402,680,0,1044,0,,,,,,,,,,,,,Z2,1.3%
01/01/2023 4:00,38.27569837,655.120168,223.9366288,497.0088348,887.6675867,1999.76592,4838.952801,123.0295765,4050.163433,9589.093005,3475.685391,347.6814379,0,500,0,0,402,820,0,1044,0,,,,,,,,,,,,,Z4,1.9%
01/01/2023 4:30,37.71120559,645.4584084,220.6339952,489.6789125,874.5762008,1970.273227,4767.587574,121.2151274,3990.431329,9447.672367,3424.425731,342.5538069,0,500,0,0,402,820,0,1044,0,,,,,,,,,,,,,Z11,2.5%
01/01/2023 5:00,37.66144787,644.6067639,220.3428815,489.0328099,873.4222489,1967.673566,4761.297022,121.0551911,3985.166189,9435.206719,3419.907402,342.1018272,0,500,0,0,402,906,310,1044,0,,,,,,,,,,,,,Z5,3.3%
01/01/2023 5:30,37.60654279,643.6670183,220.0216527,488.3198691,872.1489226,1964.804977,4754.355724,120.8787098,3979.35638,9421.451519,3414.921661,341.6030911,0,500,0,0,402,908,324,1044,0,,,,,,,,,,,,,Z6,7.5%
01/01/2023 6:00,38.25682474,654.7971306,223.8262063,496.7637614,887.2298808,1998.779841,4836.566729,122.9689111,4048.166311,9584.364655,3473.971543,347.5099973,0,500,0,0,408,878,274,1044,0,,,,,,,,,,,,,Z12,13.0%
01/01/2023 6:30,38.55365529,659.8776303,225.5628496,500.6180975,894.113801,2014.288157,4874.093125,123.9230135,4079.575593,9658.728699,3500.925709,350.2062896,0,500,0,0,452,878,274,1044,0,,,,,,,,,,,,,Z9,15.2%
01/01/2023 7:00,38.6051288,660.7586418,225.8640015,501.2864795,895.3075445,2016.977461,4880.600593,124.0884647,4085.02229,9671.624199,3505.599843,350.6738548,0,500,0,0,452,836,416,1044,0,,,,,,,,,,,,,Z7,18.1%
01/01/2023 7:30,38.78528606,663.8421821,226.9180336,503.6258163,899.4856463,2026.390022,4903.376728,124.6675442,4104.085728,9716.758445,3521.959309,352.3103328,0,500,0,0,452,836,418,1006,0,,,,,,,,,,,,,Z10,35.9%
01/01/2023 8:00,40.21281794,688.2755684,235.2699824,522.1622763,932.5921297,2100.973366,5083.850494,129.2560598,4255.140773,10074.39361,3651.588602,365.2774727,0,500,0,0,452,454,416,618,0,,,,,,,,,,,,,,
01/01/2023 8:30,41.04154137,702.4598538,240.1185296,532.9232262,951.8113984,2144.27115,5188.62072,131.9198255,4342.832585,10282.01115,3726.842144,372.8052714,0,500,0,0,452,396,406,540,0,,,,,,,,,,,,,,
01/01/2023 9:00,42.97522938,735.5565201,251.4318065,558.0321089,996.6563585,2245.299309,5433.08458,138.1352789,4547.446812,10766.45206,3902.433745,390.3701352,0,500,0,0,444,0,0,160,0,,,,,,,,,,,,,,
01/01/2023 9:30,43.70786893,748.0962508,255.7182033,567.5454123,1013.647306,2283.57706,5525.707533,140.4902022,4624.971459,10949.99799,3968.962241,397.0251457,0,382,0,0,362,0,0,112,0,,,,,,,,,,,,,,
01/01/2023 10:00,45.91951387,785.9503792,268.6577011,596.2635577,1064.93848,2399.127456,5805.311719,147.5990926,4858.997845,11504.0746,4169.794159,417.1148612,0,218,0,0,424,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 10:30,47.44999275,812.1457885,277.611954,616.1367817,1100.43245,2479.089408,5998.800417,152.5185108,5020.946285,11887.50077,4308.771718,431.0171312,0,226,0,0,336,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 11:00,49.09714491,840.3381572,287.248818,637.5250049,1138.632239,2565.147112,6207.039376,157.8129519,5195.24057,12300.15674,4458.343978,445.9792157,0,332,0,0,432,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 11:30,50.44231917,863.3619249,295.1189237,654.9920537,1169.828733,2635.427572,6377.101192,162.1367455,5337.580902,12637.1591,4580.494658,458.1982514,0,234,0,0,418,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 12:00,52.01397687,890.2621434,304.3140981,675.3999832,1206.277698,2717.540964,6575.795865,167.1885248,5503.886698,13030.90167,4723.211522,472.4745736,0,304,0,0,392,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 12:30,52.75004798,902.8606082,308.6205717,684.9578454,1223.348229,2755.998002,6668.85265,169.5544781,5581.774456,13215.3073,4790.051626,479.1607552,0,224,0,0,424,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 13:00,52.83926873,904.3876949,309.1425686,686.1163743,1225.417384,2760.65946,6680.13226,169.8412604,5591.215397,13237.6595,4798.153456,479.9712014,0,272,0,0,398,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 13:30,52.47895419,898.2206142,307.0345044,681.4377004,1217.06118,2741.834338,6634.579988,168.6831014,5553.088522,13147.39101,4765.434524,476.6982455,0,294,0,0,428,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 14:00,52.40002815,896.8697298,306.572738,680.4128481,1215.230773,2737.71074,6624.601871,168.4294094,5544.736921,13127.61791,4758.267519,475.9813123,0,340,0,0,388,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 14:30,52.58876434,900.1001054,307.676962,682.863582,1219.607833,2747.571518,6648.462585,169.0360642,5564.708142,13174.9014,4775.406009,477.6957177,0,376,0,0,350,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 15:00,53.17899386,910.2023709,311.1301716,690.5276953,1233.29609,2778.408862,6723.081546,170.9332389,5627.163593,13322.7698,4829.002735,483.0571313,0,500,0,0,414,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 15:30,54.06262236,925.326402,316.2999477,702.0015857,1253.788685,2824.575235,6834.79307,173.7734859,5720.665215,13544.14253,4909.24202,491.0836662,0,500,0,0,354,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 16:00,56.18333077,961.6240768,328.7074103,729.538923,1302.970913,2935.374531,7102.90073,180.590079,5945.069105,14075.43707,5101.816305,510.34735,0,398,0,0,308,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 16:30,57.75842002,988.5830294,337.9226615,749.9914113,1339.499461,3017.667211,7302.029233,185.6528883,6111.738015,14470.03935,5244.844779,524.6548432,0,394,0,0,310,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 17:00,58.29374448,997.7455492,341.0546424,756.9425838,1351.914392,3045.635966,7369.706895,187.3735816,6168.383657,14604.15254,5293.455762,529.5175208,0,446,0,0,336,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 17:30,58.42414403,999.9774451,341.8175607,758.6358182,1354.938543,3052.448867,7386.19248,187.792725,6182.181955,14636.82114,5305.2969,530.702019,0,442,0,0,330,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 18:00,57.08583289,977.0711456,333.9876087,741.257887,1323.901215,2982.526982,7216.998326,183.4909915,6040.567849,14301.53816,5183.769439,518.5453255,0,294,0,0,364,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 18:30,55.88306866,956.4848429,326.9506902,725.6400282,1296.00741,2919.686929,7064.940503,179.6249464,5913.29671,14000.21334,5074.550528,507.6198866,0,268,0,0,370,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 19:00,54.65456767,935.4580345,319.7631958,709.6879784,1267.516734,2855.502223,6909.628947,175.6761757,5783.302223,13692.44076,4962.994551,496.4606653,0,290,0,0,246,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 19:30,52.75691112,902.9780764,308.6607253,685.0469631,1223.507395,2756.356575,6669.720312,169.5765383,5582.500683,13217.0267,4790.674844,479.2230972,0,270,0,0,308,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 20:00,51.68111485,884.5649357,302.3666484,671.0777799,1198.558157,2700.150137,6533.714242,166.1186065,5468.664729,12947.51078,4692.985461,469.4509858,0,118,0,0,222,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 20:30,51.10118004,874.6388724,298.9736692,663.5473429,1185.108649,2669.850653,6460.396775,164.254522,5407.298616,12802.22149,4640.32356,464.1830852,0,124,0,0,260,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 21:00,49.16406047,841.4834722,287.6403156,638.3939014,1140.184106,2568.643207,6215.499083,158.0280386,5202.321276,12316.92087,4464.420351,446.5870505,0,14,0,0,186,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 21:30,47.25439343,808.7979446,276.4675763,613.5969302,1095.896226,2468.870055,5974.07204,151.8897959,5000.24884,11838.49787,4291.010012,429.2403839,0,46,0,0,76,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 22:00,45.72219877,782.5731684,267.503285,593.7014268,1060.362464,2388.818461,5780.366427,146.9648625,4838.118844,11454.64185,4151.876649,415.3225281,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 22:30,43.84341583,750.4162477,256.5112369,569.3054849,1016.79083,2290.658892,5542.843865,140.9258906,4639.314425,10983.95614,3981.270791,398.2564004,0,48,0,0,0,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 23:00,42.10017979,720.5793242,246.3122226,546.6696153,976.3627208,2199.581154,5322.457633,135.322607,4454.852974,10547.22858,3822.973482,382.4215278,0,112,0,0,66,0,0,0,0,,,,,,,,,,,,,,
01/01/2023 23:30,41.28346685,706.6006081,241.533944,536.0646213,957.4219923,2156.910874,5219.205816,132.6974467,4368.432058,10342.61999,3748.81057,375.0028275,0,10,0,0,210,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 0:00,41.02953089,702.2542845,240.0482609,532.7672703,951.5328582,2143.643645,5187.10231,131.8812203,4341.561689,10279.0022,3725.751513,372.6961729,0,0,0,0,168,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 0:30,41.46705568,709.7428826,242.6080528,538.4485171,961.6796771,2166.502723,5242.415783,133.2875562,4387.858608,10388.61394,3765.481644,376.6704765,0,0,0,0,22,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 1:00,41.03982558,702.4304868,240.1084912,532.9009467,951.771607,2144.181506,5188.403803,131.9143105,4342.651029,10281.5813,3726.68634,372.7896859,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 1:30,40.68465839,696.3515074,238.0305425,528.2891111,943.5347775,2125.625313,5143.502279,130.7726966,4305.068824,10192.60236,3694.434821,369.5634865,0,0,0,0,58,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 2:00,40.61945863,695.2355594,237.6490833,527.4424939,942.0227026,2122.218862,5135.259486,130.5631251,4298.169675,10176.26806,3688.514253,368.9712373,0,0,0,0,18,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 2:30,40.62975333,695.4117617,237.7093136,527.5761703,942.2614513,2122.756722,5136.560979,130.5962154,4299.259015,10178.84716,3689.44908,369.0647503,0,0,0,0,34,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 3:00,39.9451557,683.6943085,233.703992,518.68669,926.3846641,2086.988989,5050.011662,128.3957131,4226.817952,10007.33702,3627.283108,362.8461338,0,0,0,0,68,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 3:30,39.37723137,673.9738146,230.3812816,511.312209,913.2136954,2057.31701,4978.212605,126.570234,4166.722736,9865.056683,3575.711841,357.6873319,0,0,0,0,88,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 4:00,38.59998144,660.6705407,225.8338863,501.2196412,895.1881701,2016.708531,4879.949846,124.0719195,4084.477621,9670.334648,3505.13243,350.6270983,0,0,0,0,240,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 4:30,38.27912992,655.1789023,223.9567055,497.0533936,887.7471696,1999.945206,4839.386633,123.0406065,4050.526546,9589.952705,3475.997,347.7126089,0,0,0,0,328,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 5:00,37.90852069,648.8356193,221.7884111,492.2410434,879.1522172,1980.582222,4792.532866,121.8493572,4011.310332,9497.105113,3442.343241,344.3461399,0,0,0,0,212,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 5:30,38.32545608,655.9718125,224.2277423,497.6549374,888.8215387,2002.365579,4845.243353,123.1895127,4055.428572,9601.558655,3480.203719,348.1334175,0,0,0,0,244,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 6:00,39.91941896,683.2538026,233.553416,518.3524991,925.7877925,2085.644337,5046.757928,128.3129876,4224.094604,10000.88927,3624.946042,362.6123514,0,0,0,0,106,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 6:30,41.06556233,702.8709927,240.2590672,533.2351377,952.3684786,2145.526157,5191.657537,131.9970362,4345.374376,10288.02905,3729.023406,373.0234685,0,0,0,0,162,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 7:00,42.93405057,734.8517109,251.1908848,557.4974033,995.7013638,2243.147867,5427.878606,138.002918,4543.089455,10756.13566,3898.694439,389.996083,0,38,0,0,302,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 7:30,43.69757423,747.9200485,255.6579729,567.4117359,1013.408557,2283.039199,5524.406039,140.4571119,4623.882119,10947.4189,3968.027414,396.9316325,0,16,0,0,300,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 8:00,45.27952661,774.9964693,264.9133778,587.9533418,1050.096271,2365.690453,5724.402207,145.5419814,4791.277255,11343.74056,4111.679104,411.3014679,0,114,0,0,424,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 8:30,46.84260539,801.7498525,274.0583602,608.2498744,1086.346278,2447.355629,5922.012302,150.5661855,4956.675267,11735.33388,4253.616948,425.4998626,0,42,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 9:00,49.81262664,852.5842174,291.4348307,646.8155143,1155.225272,2602.528429,6297.493174,160.1127248,5270.94965,12479.40416,4523.314428,452.4783712,0,134,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 9:30,52.08260821,891.4368255,304.715634,676.2911592,1207.869355,2721.126702,6584.472489,167.4091266,5511.14896,13048.09566,4729.443699,473.0979939,0,68,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 10:00,54.18444299,927.4114626,317.0126742,703.5834231,1256.613878,2830.93992,6850.194076,174.165054,5733.55573,13574.66188,4920.304134,492.1902371,0,180,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 10:30,55.21391309,945.0316931,323.0357142,716.9510626,1280.488746,2884.725986,6980.343425,177.4740798,5842.489657,13832.57185,5013.786799,501.54154,0,234,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 11:00,55.84017406,955.7506666,326.6997302,725.0830432,1295.012625,2917.445842,7059.517613,179.4870704,5908.757796,13989.46709,5070.655418,507.230249,0,268,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 11:30,56.2536779,962.8281259,329.1189847,730.4523784,1304.602362,2939.049912,7111.794268,180.8161957,5952.512924,14093.06093,5108.204287,510.9863558,0,154,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 12:00,56.82674959,972.6367208,332.4718103,737.8936976,1317.892705,2968.990822,7184.244073,182.6582201,6013.15281,14236.63082,5160.242969,516.1919142,0,114,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 12:30,57.5113472,984.3541741,336.4771318,746.7831779,1333.769492,3004.758556,7270.793389,184.8587221,6085.593873,14408.14095,5222.40894,522.4105306,0,78,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 13:00,56.80101283,972.196215,332.3212342,737.5595067,1317.295834,2967.646171,7180.990338,182.5754945,6010.429462,14230.18307,5157.905902,515.9581317,0,12,0,0,452,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 13:30,56.28970935,963.4448339,329.329791,730.9202458,1305.437983,2940.932424,7116.349495,180.9320117,5956.325612,14102.08778,5111.47618,511.3136513,0,0,0,0,420,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 14:00,56.46986662,966.5283742,330.3838231,733.2595827,1309.616085,2950.344986,7139.125632,181.5110912,5975.38905,14147.22203,5127.835646,512.9501292,0,0,0,0,296,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 14:30,56.40295106,965.3830592,329.9923255,732.3906861,1308.064217,2946.848892,7130.665924,181.2960045,5968.308344,14130.45788,5121.759272,512.3422945,0,4,0,0,210,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 15:00,56.84733899,972.9891254,332.5922711,738.1610504,1318.370203,2970.066543,7186.847059,182.7244005,6015.33149,14241.78901,5162.112622,516.3789403,0,84,0,0,158,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 15:30,58.31261809,998.0685867,341.1650647,757.1876573,1352.352098,3046.622043,7372.092966,187.4342471,6170.38078,14608.88088,5295.169611,529.6889613,0,28,0,0,22,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 16:00,61.86428994,1058.858382,361.9445528,803.3060134,1434.720392,3232.18397,7821.108221,198.8503859,6546.20283,15498.67032,5617.684797,561.9509559,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 16:30,65.25296237,1116.858307,381.770393,847.3078265,1513.308499,3409.229768,8249.516495,209.7425957,6904.777009,16347.62399,5925.398561,592.7323277,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 17:00,67.27758689,1151.511427,393.6157051,873.5975175,1560.262405,3515.009031,8505.476881,216.2503463,7119.013734,16854.84695,6109.247798,611.1232231,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 17:30,67.88840583,1161.966097,397.1893755,881.5289835,1574.42816,3546.922097,8582.698828,218.2137015,7183.647864,17007.87354,6164.714177,616.6716627,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 18:00,66.75427293,1142.554477,390.5539931,866.8023008,1548.126014,3487.667781,8439.31763,214.5682581,7063.638986,16723.74272,6061.727444,606.3696441,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 18:30,65.00588954,1112.629452,380.3248634,844.0995932,1507.57853,3396.321113,8218.280652,208.9484294,6878.632866,16285.7256,5902.962722,590.4880149,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 19:00,63.29696917,1083.379869,370.3266169,821.9093116,1467.94625,3307.036245,8002.232732,203.4554467,6697.802546,15857.59503,5747.781502,574.9648523,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 19:30,61.61035398,1054.512058,360.4588697,800.0086623,1428.831257,3218.916739,7789.004716,198.0341595,6519.332462,15435.05253,5594.62574,559.6443012,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 20:00,59.84138119,1024.234629,350.1092791,777.0386019,1387.806277,3126.494351,7565.364751,192.3481504,6332.147662,14991.87722,5433.991365,543.5756459,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 20:30,57.4907578,984.0017695,336.3566711,746.5158251,1333.291996,3003.682835,7268.190403,184.7925416,6083.415193,14402.98275,5220.539286,522.2235045,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 21:00,55.50559629,950.0240917,324.7422421,720.7385604,1287.253292,2899.96537,7017.219075,178.4116371,5873.35427,13905.64636,5040.273552,504.1910758,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 21:30,53.41062463,914.1669228,312.4853558,693.535414,1238.667935,2790.510727,6752.365149,171.6777697,5651.673727,13380.79954,4850.036334,485.1611744,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 22:00,50.855823,870.4393842,297.5381781,660.3613889,1179.418472,2657.031642,6429.377847,163.4658708,5381.33603,12740.75294,4618.043527,461.9543581,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 22:30,48.30102136,826.7118456,282.5910003,627.1873637,1120.169008,2523.552556,6106.390547,155.2539721,5110.998332,12100.70635,4386.050718,438.7475416,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 23:00,45.59179922,780.3412725,266.7403666,592.0081925,1057.338315,2382.005559,5763.880842,146.5457192,4824.320546,11421.97325,4140.035512,414.1380297,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
02/01/2023 23:30,43.83998425,750.3575136,256.4911602,569.260926,1016.711247,2290.479603,5542.410033,140.9148605,4638.951311,10983.09644,3980.959181,398.2252295,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 0:00,43.79708967,749.6233374,256.2402002,568.703941,1015.716461,2288.238518,5536.987143,140.7769844,4634.412399,10972.35019,3977.064071,397.8355919,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 0:30,44.43536113,760.5478803,259.974485,576.9918774,1030.518879,2321.585879,5617.67974,142.8285804,4701.951434,11132.25438,4035.023322,403.6333996,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 1:00,44.58635009,763.1321809,260.8578642,578.9524646,1034.020527,2329.474501,5636.768311,143.3139041,4717.928409,11170.08117,4048.734111,405.0049241,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 1:30,44.08534131,754.557002,257.9266513,572.4468801,1022.401424,2303.298616,5573.428962,141.7035116,4664.913898,11044.56498,4003.239216,400.4539566,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 2:00,43.85027895,750.5337159,256.5513906,569.3946024,1016.949996,2291.017465,5543.711527,140.9479508,4640.040651,10985.67554,3981.894008,398.3187425,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 2:30,44.14196215,755.5261146,258.2579185,573.1821002,1023.714542,2306.256851,5580.587176,141.8855081,4670.905264,11058.75003,4008.380764,400.9682783,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 3:00,43.19999702,739.4036037,252.7468369,560.9507102,1001.869038,2257.042601,5461.500522,138.8577495,4571.23072,10822.7624,3922.844127,392.4118362,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 3:30,42.59432543,729.0370349,249.2032817,553.0860822,987.8226574,2225.398466,5384.929321,136.9109393,4507.14126,10671.02536,3867.845161,386.9101531,0,0,0,0,0,0,0,42,0,,,,,,,,,,,,,,
03/01/2023 4:00,41.50308712,710.3595906,242.8188592,538.9163846,962.5152974,2168.385234,5246.971011,133.403372,4391.671296,10397.64079,3768.753538,376.9977721,80,0,0,0,0,0,0,420,0,,,,,,,,,,,,,,
03/01/2023 4:30,42.15680064,721.5484368,246.6434897,547.4048355,977.6758385,2202.539386,5329.615848,135.5046035,4460.84434,10561.41363,3828.115029,382.9358494,102,0,0,0,0,0,0,464,0,,,,,,,,,,,,,,
03/01/2023 5:00,42.05900098,719.8745151,246.0713009,546.1349097,975.407726,2197.429711,5317.25166,135.190246,4450.495617,10536.91217,3819.234175,382.0474756,206,0,544,404,0,0,0,628,0,,,,,,,,,,,,,,
03/01/2023 5:30,43.39388055,742.7220805,253.8811761,563.4682823,1006.365471,2267.172309,5486.011981,139.4809493,4591.74661,10871.33545,3940.450028,394.1729983,200,0,580,418,0,0,0,630,0,,,,,,,,,,,,,,
03/01/2023 6:00,45.97270315,786.8607578,268.9688915,596.9542191,1066.172015,2401.906403,5812.036101,147.7700589,4864.6261,11517.39995,4174.624098,417.5980117,0,0,416,146,0,0,0,466,0,,,,,,,,,,,,,,
03/01/2023 6:30,49.61702731,849.2363735,290.2904533,644.2756628,1150.689047,2592.309076,6272.764798,159.4840099,5250.252203,12430.40127,4505.552723,450.7016237,0,0,384,134,0,0,0,458,0,,,,,,,,,,,,,,
03/01/2023 7:00,53.83442316,921.4205842,314.9648406,699.0384256,1248.496423,2812.652658,6805.943298,173.0399853,5696.518194,13486.97249,4888.52003,489.0107941,346,52,0,210,62,0,0,578,0,,,,,,,,,,,,,,
03/01/2023 7:30,57.1476011,978.1283593,334.3489911,742.0599454,1325.333705,2985.754146,7224.807287,183.6895331,6047.103885,14317.01276,5189.378399,519.1064037,332,22,0,198,66,0,0,558,0,,,,,,,,,,,,,,
03/01/2023 8:00,59.42273002,1017.069069,347.6599095,771.6024285,1378.097164,3104.621351,7512.437348,191.00248,6287.847865,14886.99381,5395.975082,539.7727827,0,112,0,0,170,0,0,244,0,,,,,,,,,,,,,,
03/01/2023 8:30,61.69785895,1056.009778,360.9708281,801.1449117,1430.860622,3223.488557,7800.06741,198.3154267,6528.591846,15456.97486,5602.571768,560.4391619,0,16,0,0,80,0,0,188,0,,,,,,,,,,,,,,
03/01/2023 9:00,64.14456622,1097.887192,375.2855866,832.9153348,1487.603224,3351.320105,8109.389029,206.1798779,6787.491481,16069.94091,5824.748894,582.6640916,0,0,0,0,144,0,0,16,0,,,,,,,,,,,,,,
03/01/2023 9:30,65.09682606,1114.185906,380.8568987,845.2804013,1509.687477,3401.072215,8229.777178,209.2407268,6888.255363,16308.50765,5911.220357,591.3140467,0,0,0,0,42,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 10:00,66.42484249,1136.916002,388.6266202,862.5246561,1540.486057,3470.45624,8397.669839,213.5093699,7028.78013,16641.21153,6031.812992,603.3772272,0,0,0,0,120,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 10:30,66.79030438,1143.171184,390.7647994,867.2701682,1548.961635,3489.550293,8443.872856,214.684074,7067.451675,16732.76957,6064.999337,606.6969398,0,0,0,0,150,0,0,0,0,,,,,,,,,,,,,,
03/01/2023 11:00,67.94159511,1162.876476,397.5005659,882.219645,1575.661695,3549.701043,8589.423212,218.3846679,7189.276117,17021.19889,6169.544115,617.1548133,0,68,0,0,308,0,0,0,0,,,,,,,,,,,,,,
